last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Tester,Jon,0,0,0,Jon Tester,1956-08-21,M,sen,MT,0,1.0,Democrat,https://www.tester.senate.gov,311 Hart Senate Office Building Washington DC 20510,202-224-2644,https://www.tester.senate.gov/?p=email_senator,http://www.tester.senate.gov/rss/?p=hot_topic,SenatorTester,senatortester,senatorjontester,UCgXAF-CON1coZFMxQkfj0fg,T000464,1829.0,N00027605,S314,S6MT00162,1020176.0,412244,20928.0,Jon Tester,0,40702.0,Jon Tester
Whitehouse,Sheldon,0,0,0,Sheldon Whitehouse,1955-10-20,M,sen,RI,0,1.0,Democrat,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,https://www.whitehouse.senate.gov/contact/email-sheldon,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,SenWhitehouse,SenatorWhitehouse,SenatorWhitehouse,UCnG0N70SNBkNqvIMLodPTIA,W000802,1823.0,N00027533,S316,S6RI00221,92235.0,412247,2572.0,Sheldon Whitehouse,0,40704.0,Sheldon Whitehouse
Barrasso,John,A.,0,0,John Barrasso,1952-07-21,M,sen,WY,0,1.0,Republican,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,https://www.barrasso.senate.gov/public/index.cfm/contact-form,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,SenJohnBarrasso,johnbarrasso,barrassowyo,UC80PfiCAB2Fe1MFayWlR6GQ,B001261,1881.0,N00006236,S317,S6WY00068,1024777.0,412251,52662.0,John Barrasso,0,40707.0,John Barrasso
Wicker,Roger,F.,0,0,Roger F. Wicker,1951-07-05,M,sen,MS,0,1.0,Republican,https://www.wicker.senate.gov,555 Dirksen Senate Office Building Washington DC 20510,202-224-6253,https://www.wicker.senate.gov/public/index.cfm/contact,0,SenatorWicker,SenatorWicker,SenatorWicker,UCIlKHiTjSkcQP_knBcXHWSg,W000437,1226.0,N00003280,S318,"H4MS01078,S8MS00196",18203.0,400432,21926.0,Roger Wicker,0,29534.0,Roger Wicker
Collins,Susan,M.,0,0,Susan M. Collins,1952-12-07,F,sen,ME,0,2.0,Republican,https://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,https://www.collins.senate.gov/contact,http://www.collins.senate.gov/public/?a=rss.feed,SenatorCollins,susancollins,SenatorSusanCollins,UC6GYaBx5kT2r4PN8KENxC-w,C001035,1541.0,N00000491,S252,S6ME00159,45738.0,300025,379.0,Susan Collins,0,49703.0,Susan Collins
Cornyn,John,0,0,0,John Cornyn,1952-02-02,M,sen,TX,0,2.0,Republican,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,https://www.cornyn.senate.gov/contact,http://www.cornyn.senate.gov/public/?a=rss.feed,JohnCornyn,sen.johncornyn,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,C001056,1692.0,N00024852,S287,S2TX00106,93131.0,300027,15375.0,John Cornyn,0,40305.0,John Cornyn
Durbin,Richard,J.,0,0,Richard J. Durbin,1944-11-21,M,sen,IL,0,2.0,Democrat,https://www.durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,202-224-2152,https://www.durbin.senate.gov/contact/,http://durbin.senate.gov/public/index.cfm/rss/feed,SenatorDurbin,SenatorDurbin,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,D000563,326.0,N00004981,S253,"S6IL00151,H2IL20026",6741.0,300038,26847.0,Dick Durbin,0,15021.0,Dick Durbin
Graham,Lindsey,O.,0,0,Lindsey Graham,1955-07-09,M,sen,SC,0,2.0,Republican,https://www.lgraham.senate.gov/public,290 Russell Senate Office Building Washington DC 20510,202-224-5972,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,GrahamBlog,USSenatorLindseyGraham,USSenLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,G000359,452.0,N00009975,S293,"S0SC00149,H4SC03087",36782.0,300047,21992.0,Lindsey Graham,0,29566.0,Lindsey Graham
Inhofe,James,M.,0,Jim,James M. Inhofe,1934-11-17,M,sen,OK,0,2.0,Republican,https://www.inhofe.senate.gov,205 Russell Senate Office Building Washington DC 20510,202-224-4721,https://www.inhofe.senate.gov/contact,http://www.inhofe.senate.gov/rss/feeds/?type=all&amp;cachebuster=eea6c4d7%2d939c%2d5c1e%2db6c7aa3b8b291208,InhofePress,jiminhofe,jiminhofepressoffice,UCk3W3ilX8vGG-300qzNpG7w,I000024,583.0,N00005582,S236,"S4OK00083,H6OK01102",5619.0,300055,27027.0,Jim Inhofe,0,15424.0,Jim Inhofe
McConnell,Mitch,0,0,0,Mitch McConnell,1942-02-20,M,sen,KY,0,2.0,Republican,https://www.mcconnell.senate.gov,317 Russell Senate Office Building Washington DC 20510,202-224-2541,https://www.mcconnell.senate.gov/public/index.cfm?p=contact,http://www.mcconnell.senate.gov/public/?a=rss.feed,McConnellPress,mitchmcconnell,0,0,M000355,1395.0,N00003389,S174,S2KY00012,2351.0,300072,53298.0,Mitch McConnell,0,14921.0,Mitch McConnell
Merkley,Jeff,0,0,0,Jeff Merkley,1956-10-24,M,sen,OR,0,2.0,Democrat,https://www.merkley.senate.gov,531 Hart Senate Office Building Washington DC 20510,202-224-3753,https://www.merkley.senate.gov/contact/,http://www.merkley.senate.gov/rss/,SenJeffMerkley,jeffmerkley,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,M001176,1900.0,N00029303,S322,S8OR00207,1029842.0,412325,23644.0,Jeff Merkley,0,40908.0,Jeff Merkley
Reed,John,F.,0,Jack,Jack Reed,1949-11-12,M,sen,RI,0,2.0,Democrat,https://www.reed.senate.gov,728 Hart Senate Office Building Washington DC 20510,202-224-4642,https://www.reed.senate.gov/contact/,https://www.reed.senate.gov//rss/feeds/?type=all,SenJackReed,SenJackReed,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw,R000122,949.0,N00000362,S259,"S6RI00163,H0RI02071",24239.0,300081,27060.0,Jack Reed,0,29142.0,Jack Reed (Rhode Island politician)
Risch,James,E.,0,0,James E. Risch,1943-05-03,M,sen,ID,0,2.0,Republican,https://www.risch.senate.gov,483 Russell Senate Office Building Washington DC 20510,202-224-2752,https://www.risch.senate.gov/public/index.cfm?p=Email,0,SenatorRisch,senatorjimrisch,SenatorJamesRisch,UCncKW8xyT5UbPNO27YuQnBA,R000584,1896.0,N00029441,S323,S8ID00092,1020034.0,412322,2919.0,Jim Risch,0,40902.0,Jim Risch
Shaheen,Jeanne,0,0,0,Jeanne Shaheen,1947-01-28,F,sen,NH,0,2.0,Democrat,https://www.shaheen.senate.gov,506 Hart Senate Office Building Washington DC 20510,202-224-2841,https://www.shaheen.senate.gov/contact/contact-jeanne,http://www.shaheen.senate.gov/rss/,SenatorShaheen,SenatorShaheen,senatorshaheen,UCjLZAZMbDrybHyttdEC9LFA,S001181,1901.0,N00024790,S324,S0NH00219,22850.0,412323,1663.0,Jeanne Shaheen,0,40906.0,Jeanne Shaheen
Warner,Mark,R.,0,0,Mark R. Warner,1954-12-15,M,sen,VA,0,2.0,Democrat,https://www.warner.senate.gov,703 Hart Senate Office Building Washington DC 20510,202-224-2023,https://www.warner.senate.gov/public/index.cfm?p=Contact,http://www.warner.senate.gov/public/?a=rss.feed,MarkWarner,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,1897.0,N00002097,S327,"S6VA00093,P80003023",7630.0,412321,535.0,Mark Warner,0,40909.0,Mark Warner
Gillibrand,Kirsten,E.,0,0,Kirsten E. Gillibrand,1966-12-09,F,sen,NY,0,1.0,Democrat,https://www.gillibrand.senate.gov,478 Russell Senate Office Building Washington DC 20510,202-224-4451,https://www.gillibrand.senate.gov/contact/email-me,http://www.gillibrand.senate.gov/rss/,GillibrandNY,SenKirstenGillibrand,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,G000555,1866.0,N00027658,S331,"H6NY20167,S0NY00410",1022862.0,412223,65147.0,Kirsten Gillibrand,0,20735.0,Kirsten Gillibrand
Coons,Christopher,Andrew,0,0,Christopher A. Coons,1963-09-09,M,sen,DE,0,2.0,Democrat,https://www.coons.senate.gov,218 Russell Senate Office Building Washington DC 20510,202-224-5042,https://www.coons.senate.gov/contact,http://www.coons.senate.gov/rss/feeds/?type=all,ChrisCoons,senatorchriscoons,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,C001088,1984.0,N00031820,S337,S0DE00092,9269028.0,412390,122834.0,Chris Coons,0,40916.0,Chris Coons
Manchin,Joe,0,III,0,"Joe Manchin, III",1947-08-24,M,sen,WV,0,1.0,Democrat,https://www.manchin.senate.gov,306 Hart Senate Office Building Washington DC 20510,202-224-3954,https://www.manchin.senate.gov/public/index.cfm/contact-form,http://www.manchin.senate.gov/public/index.cfm/rss/feed,Sen_JoeManchin,JoeManchinIII,SenatorJoeManchin,UCGyPK_ye2ptpzQgOjKIn7ag,M001183,1983.0,N00032838,S338,S0WV00090,62864.0,412391,7547.0,Joe Manchin III,0,40915.0,Joe Manchin
Aderholt,Robert,B.,0,0,Robert B. Aderholt,1965-07-22,M,rep,AL,4.0,0,Republican,https://aderholt.house.gov,266 Cannon House Office Building Washington DC 20515-0104,202-225-4876,0,http://aderholt.house.gov/common/rss//index.cfm?rss=20,Robert_Aderholt,RobertAderholt,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,A000055,1460.0,N00003028,0,H6AL04098,45516.0,400004,441.0,Robert B. Aderholt,0,29701.0,Robert Aderholt
Baldwin,Tammy,0,0,0,Tammy Baldwin,1962-02-11,F,sen,WI,0,1.0,Democrat,https://www.baldwin.senate.gov,709 Hart Senate Office Building Washington DC 20510,202-224-5653,https://www.baldwin.senate.gov/feedback,http://www.baldwin.senate.gov/rss/feeds/?type=all,SenatorBaldwin,senatortammybaldwin,witammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,B001230,1558.0,N00004367,S354,"H8WI00018,S2WI00219",57884.0,400013,3470.0,Tammy Baldwin,0,29940.0,Tammy Baldwin
Bass,Karen,0,0,0,Karen Bass,1953-10-03,F,rep,CA,37.0,0,Democrat,https://bass.house.gov,2021 Rayburn House Office Building Washington DC 20515-0537,202-225-7084,0,http://bass.house.gov/rss.xml,RepKarenBass,RepKarenBass,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g,B001270,1996.0,N00031877,0,H0CA33117,62502.0,412404,28963.0,Karen Bass,0,21110.0,Karen Bass
Bennet,Michael,F.,0,0,Michael F. Bennet,1964-11-28,M,sen,CO,0,3.0,Democrat,https://www.bennet.senate.gov/public,261 Russell Senate Office Building Washington DC 20510,202-224-5852,https://www.bennet.senate.gov/public/index.cfm/contact,http://www.bennet.senate.gov/rss/feeds/?type=news,SenatorBennet,senbennetco,SenatorBennet,UCXB3cljpMwTyCUyLr2ZVLow,B001267,1965.0,N00030608,S330,S0CO00211,1031622.0,412330,110942.0,Michael Bennet,0,40910.0,Michael Bennet
Bilirakis,Gus,M.,0,0,Gus M. Bilirakis,1963-02-08,M,rep,FL,12.0,0,Republican,https://bilirakis.house.gov,2354 Rayburn House Office Building Washington DC 20515-0912,202-225-5755,0,http://bilirakis.house.gov/index.php?format=feed&amp;type=rss,RepGusBilirakis,GusBilirakis,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,B001257,1838.0,N00027462,0,H6FL09070,1022873.0,412250,17318.0,Gus M. Bilirakis,0,20758.0,Gus Bilirakis
Bishop,Sanford,D.,Jr.,0,"Sanford D. Bishop, Jr.",1947-02-04,M,rep,GA,2.0,0,Democrat,https://bishop.house.gov,2407 Rayburn House Office Building Washington DC 20515-1002,202-225-3631,0,http://bishop.house.gov/rss.xml,SanfordBishop,sanfordbishop,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,B000490,91.0,N00002674,0,H2GA02031,26194.0,400030,26817.0,Sanford Bishop Jr.,0,29339.0,Sanford Bishop
Blackburn,Marsha,W.,0,0,Marsha Blackburn,1952-06-06,F,sen,TN,0,1.0,Republican,https://www.blackburn.senate.gov,357 Dirksen Senate Office Building Washington DC 20510,202-224-3344,https://www.blackburn.senate.gov/email-me,0,MarshaBlackburn,marshablackburn,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,B001243,1748.0,N00003105,S396,"H2TN06030,S8TN00337",31226.0,400032,25186.0,Marsha Blackburn,0,20351.0,Marsha Blackburn
Blumenauer,Earl,0,0,0,Earl Blumenauer,1948-08-16,M,rep,OR,3.0,0,Democrat,https://blumenauer.house.gov,1111 Longworth House Office Building Washington DC 20515-3703,202-225-4811,0,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,BlumenauerMedia,0,RepBlumenauer,UCuziVoKuGn7feNA5VrpxsBQ,B000574,99.0,N00007727,0,H6OR03064,43809.0,400033,367.0,Earl Blumenauer,0,29588.0,Earl Blumenauer
Blumenthal,Richard,0,0,0,Richard Blumenthal,1946-02-13,M,sen,CT,0,3.0,Democrat,https://www.blumenthal.senate.gov,706 Hart Senate Office Building Washington DC 20510,202-224-2823,https://www.blumenthal.senate.gov/contact/,http://www.blumenthal.senate.gov/rss/feeds/?type=all,SenBlumenthal,SenBlumenthal,SenatorBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,B001277,2076.0,N00031685,S341,S0CT00177,21799.0,412490,1568.0,Richard Blumenthal,0,41101.0,Richard Blumenthal
Blunt,Roy,0,0,0,Roy Blunt,1950-01-10,M,sen,MO,0,3.0,Republican,https://www.blunt.senate.gov,260 Russell Senate Office Building Washington DC 20510,202-224-5721,https://www.blunt.senate.gov/public/index.cfm/contact-roy,http://www.blunt.senate.gov/public/?a=rss.feed,RoyBlunt,SenatorBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,B000575,1464.0,N00005195,S342,"H6MO07128,S0MO00183",45465.0,400034,418.0,Roy Blunt,0,29735.0,Roy Blunt
Boozman,John,0,0,0,John Boozman,1950-12-10,M,sen,AR,0,3.0,Republican,https://www.boozman.senate.gov/public,141 Hart Senate Office Building Washington DC 20510,202-224-4843,https://www.boozman.senate.gov/public/index.cfm/contact,http://www.boozman.senate.gov/public/index.cfm/rss/feed,JohnBoozman,JohnBoozman,BoozmanPressOffice,UC9vWHKL5OfIYh6kIV0rF2yw,B001236,1687.0,N00013873,S343,"H2AR03176,S0AR00150",92069.0,400040,27958.0,John Boozman,0,20101.0,John Boozman
Brady,Kevin,P.,0,0,Kevin Brady,1955-04-11,M,rep,TX,8.0,0,Republican,https://kevinbrady.house.gov,1011 Longworth House Office Building Washington DC 20515-4308,202-225-4901,0,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,RepKevinBrady,kevinbrady,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA,B000755,1468.0,N00005883,0,H6TX08100,45749.0,400046,361.0,Kevin Brady (Texas),0,29760.0,Kevin Brady
Brooks,Mo,0,0,0,Mo Brooks,1954-04-29,M,rep,AL,5.0,0,Republican,https://brooks.house.gov,2185 Rayburn House Office Building Washington DC 20515-0105,202-225-4801,0,http://brooks.house.gov/rss/press-releases.xml,RepMoBrooks,RepMoBrooks,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,B001274,1987.0,N00030910,0,H0AL05163,94888.0,412395,121610.0,Mo Brooks,0,21193.0,Mo Brooks
Buchanan,Vern,0,0,0,Vern Buchanan,1951-05-08,M,rep,FL,16.0,0,Republican,https://buchanan.house.gov,2110 Rayburn House Office Building Washington DC 20515-0916,202-225-5015,0,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,VernBuchanan,CongressmanBuchanan,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,B001260,1840.0,N00027626,0,H6FL13148,1021626.0,412196,66247.0,Vern Buchanan,0,20709.0,Vern Buchanan
Bucshon,Larry,0,0,0,Larry Bucshon,1962-05-31,M,rep,IN,8.0,0,Republican,https://bucshon.house.gov,2313 Rayburn House Office Building Washington DC 20515-1408,202-225-4636,0,http://bucshon.house.gov/rss.xml,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ,B001275,2018.0,N00031227,0,H0IN08114,61837.0,412427,120335.0,Larry Bucshon,0,21132.0,Larry Bucshon
Burgess,Michael,C.,0,0,Michael C. Burgess,1950-12-23,M,rep,TX,26.0,0,Republican,https://burgess.house.gov,2161 Rayburn House Office Building Washington DC 20515-4326,202-225-7772,0,http://burgess.house.gov/news/rss.aspx,MichaelCBurgess,michaelcburgess,michaelcburgessmd,UCvvO8lo-Nkc31cEEElqQvQw,B001248,1751.0,N00025219,0,H2TX26093,1003620.0,400052,50120.0,0,0,20355.0,Michael C. Burgess
Burr,Richard,M.,0,0,Richard Burr,1955-11-30,M,sen,NC,0,3.0,Republican,https://www.burr.senate.gov,217 Russell Senate Office Building Washington DC 20510,202-224-3154,https://www.burr.senate.gov/contact,http://www.burr.senate.gov/public/index.cfm?fuseaction=rss.feed,SenatorBurr,SenatorRichardBurr,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag,B001135,153.0,N00002221,S300,"S4NC00089,H2NC05074",31054.0,400054,21787.0,Richard Burr,0,29548.0,Richard Burr
Butterfield,George,Kenneth,Jr.,G.K.,G. K. Butterfield,1947-04-27,M,rep,NC,1.0,0,Democrat,https://butterfield.house.gov,2080 Rayburn House Office Building Washington DC 20515-3301,202-225-3101,0,http://butterfield.house.gov/rss/press-releases.xml/,GKButterfield,congressmangkbutterfield,GKBNC01,UCbodCVgLfcbaep49L1M-mqA,B001251,1761.0,N00027035,0,H4NC01046,1013540.0,400616,41077.0,G.K. Butterfield,0,20340.0,G. K. Butterfield
Calvert,Ken,S.,0,0,Ken Calvert,1953-06-08,M,rep,CA,42.0,0,Republican,https://calvert.house.gov,2205 Rayburn House Office Building Washington DC 20515-0542,202-225-1986,0,http://calvert.house.gov/news/rss.aspx,KenCalvert,70063393423,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,C000059,165.0,N00007099,0,H2CA37023,26709.0,400057,26777.0,Ken Calvert,0,29323.0,Ken Calvert
Capito,Shelley,Moore,0,0,Shelley Moore Capito,1953-11-26,F,sen,WV,0,2.0,Republican,https://www.capito.senate.gov,172 Russell Senate Office Building Washington DC 20510,202-224-6472,https://www.capito.senate.gov/contact/contact-shelley,0,SenCapito,senshelley,0,UCbiXdR4XQ3vD9Xp5lfR9QXw,C001047,1676.0,N00009771,S372,"H0WV02138,S4WV00159",83737.0,400061,11701.0,Shelley Moore Capito,0,20146.0,Shelley Moore Capito
Carson,André,0,0,0,André Carson,1974-10-16,M,rep,IN,7.0,0,Democrat,https://carson.house.gov,2135 Rayburn House Office Building Washington DC 20515-1407,202-225-4011,0,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepAndreCarson,CongressmanAndreCarson,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,C001072,1889.0,N00029513,0,H8IN07184,1027364.0,412258,84917.0,Andre Carson,0,20757.0,André Carson
Carter,John,R.,0,0,John R. Carter,1941-11-06,M,rep,TX,31.0,0,Republican,https://carter.house.gov,2208 Rayburn House Office Building Washington DC 20515-4331,202-225-3864,0,http://carter.house.gov/common/rss/?rss=40,JudgeCarter,judgecarter,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,C001051,1752.0,N00025095,0,H2TX31044,1004257.0,400068,49296.0,John Carter,0,20356.0,John Carter (Texas politician)
Cassidy,Bill,0,0,0,Bill Cassidy,1957-09-28,M,sen,LA,0,2.0,Republican,https://www.cassidy.senate.gov,520 Hart Senate Office Building Washington DC 20510,202-224-5824,https://www.cassidy.senate.gov/contact,0,SenBillCassidy,0,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,C001075,1925.0,N00030245,S373,"H8LA00017,S4LA00107",1030546.0,412269,69494.0,Bill Cassidy,0,20919.0,Bill Cassidy
Castor,Kathy,0,0,0,Kathy Castor,1966-08-20,F,rep,FL,14.0,0,Democrat,https://castor.house.gov,2052 Rayburn House Office Building Washington DC 20515-0914,202-225-3376,0,http://castor.house.gov/news/rss.aspx,USRepKCastor,USRepKathyCastor,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,C001066,1839.0,N00027514,0,"H6FL11126,H6FL11134",1022874.0,412195,53825.0,Kathy Castor,0,20708.0,Kathy Castor
Chabot,Steve,J.,0,0,Steve Chabot,1953-01-22,M,rep,OH,1.0,0,Republican,https://chabot.house.gov,2408 Rayburn House Office Building Washington DC 20515-3501,202-225-2216,0,http://chabot.house.gov/common/rss/index.cfm?rss=49,RepSteveChabot,RepSteveChabot,congressmanchabot,UCJpzm2DZDE1B6ruQLQc7q4g,C000266,186.0,N00003689,0,H8OH01043,36705.0,400071,21790.0,Steve Chabot,0,29550.0,Steve Chabot
Chu,Judy,M.,0,0,Judy Chu,1953-07-07,F,rep,CA,27.0,0,Democrat,https://chu.house.gov,2423 Rayburn House Office Building Washington DC 20515-0527,202-225-5464,0,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,1970.0,N00030600,0,H0CA32101,92573.0,412379,16539.0,Judy Chu,0,20955.0,Judy Chu
Cicilline,David,N.,0,0,David N. Cicilline,1961-07-15,M,rep,RI,1.0,0,Democrat,https://cicilline.house.gov,2233 Rayburn House Office Building Washington DC 20515-3901,202-225-4911,0,http://cicilline.house.gov/rss.xml,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,C001084,2055.0,N00032019,0,H0RI01073,1033865.0,412470,7349.0,David N. Cicilline,0,21172.0,David Cicilline
